class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,pos
Class 4,3yo,2121,Good,14,12,Weet For Me (GB),3,C,126,Tony Culhane,Reg Hollinshead,84,73,9
Class 4,3yo,2121,Good,14,11,Tawwag (IRE),3,G,126,Philip Robinson,Michael Jarvis,–,69,10
Class 4,3yo,2121,Good,14,13,Baalbek (GB),3,F,121,Royston Ffrench,Luca Cumani,–,55,11
Class 4,3yo,2121,Good,14,5,Fair Cestrian (IRE),3,G,126,Steve Drowne,Alan Bailey,60,42,12
Class 4,3yo,2121,Good,14,15,My Alibi I (USA),3,F,121,A McGlone,Ed Dunlop,–,18,13
Class 4,3yo,2121,Good,14,1,Berty Boy (GB),3,G,126,Willie Supple,Geraldine Rees,–,19,14
Class 4,4yo+,2816,Good,14,14,Hill Farm Blues (GB),6,M,114,A Garth,Mark Brisbourne,54,69,1
Class 4,4yo+,2816,Good,14,5,Joint Regent (CAN),4,C,134,Michael Hills,B W Hills,74,88,2
Class 4,4yo+,2816,Good,14,11,Enborne I (GB),4,C,120,Royston Ffrench,D W Barker,60,70,3
Class 4,4yo+,2816,Good,14,7,Beaumont I (IRE),9,G,125,Pat Eddery,J E Banks,65,77,4
Class 4,4yo+,2816,Good,14,10,Ledgendry Line (GB),6,G,123,Tony Culhane,Mrs M Reveley,63,71,5
Class 4,4yo+,2816,Good,14,3,Nichol Fifty (GB),5,G,135,Steve Drowne,Mark H Tompkins,75,82,6
Class 4,4yo+,2816,Good,14,12,Generous Ways (GB),4,G,120,Willie Supple,Eric Alston,60,64,7
Class 4,4yo+,2816,Good,14,1,Secret Style (GB),4,G,140,A McGlone,Ed Dunlop,80,83,8
Class 4,4yo+,2816,Good,14,6,Swift (GB),5,G,128,Simon Whitworth,M J Polglase,68,66,9
Class 4,4yo+,2816,Good,14,8,Jalb (IRE),5,G,124,George Duffield,Pat Murphy,64,62,10
Class 4,4yo+,2816,Good,14,9,Dasharan (IRE),6,G,124,Willie Ryan,Ian Williams,64,58,11
Class 4,4yo+,2816,Good,14,13,Kings Cay (IRE),8,G,119,Ollie Pears,Terry Caldwell,59,53,12
Class 4,4yo+,2816,Good,14,4,Cloud Inspector (IRE),8,G,130,Robbie Fitzpatrick,Mark Johnston,75,67,13
Class 4,4yo+,2816,Good,14,15,Go With The Wind (GB),6,G,111,Richard Mullen,Jim Goldie,54,41,14
Class 3,4yo+,3260,Good To Soft,9,10,Hill Farm Blues (GB),6,M,103,Iona Wands,Mark Brisbourne,67,76,1
Class 3,4yo+,3260,Good To Soft,9,5,Bay Of Islands (GB),7,G,126,Nigel Day,Dave Morris,85,91,2
Class 3,4yo+,3260,Good To Soft,9,7,Foundry Lane (GB),8,G,115,Tony Culhane,Mrs M Reveley,74,80,3
Class 3,4yo+,3260,Good To Soft,9,1,Jaseur (USA),6,G,140,John Carroll,John Gosden,99,95,4
Class 3,4yo+,3260,Good To Soft,9,6,Nigels Lad (IRE),7,G,123,J Weaver,P C Haslam,82,74,5
Class 3,4yo+,3260,Good To Soft,9,3,Etterby Park (USA),6,G,131,Richard Hughes,Mark Johnston,90,79,6
Class 3,4yo+,3260,Good To Soft,9,9,Noufari (FR),8,G,101,Paul Quinn,Reg Hollinshead,67,53,7
Class 3,4yo+,3260,Good To Soft,9,4,Emerald Heights (GB),4,G,131,Ray Cochrane,James Fanshawe,91,47,8
Class 3,4yo+,3260,Good To Soft,9,2,Montfort (USA),5,G,134,Jimmy Fortune,Paul Cole,93,32,9
Class 4,3yo,1436,Good To Soft,8,4,My Pleasure (GB),3,G,126,Gary Carter,Ed Dunlop,76,79,1
Class 4,3yo,1436,Good To Soft,8,1,Daytime I (GB),3,C,126,Richard Hughes,Richard Hannon Snr,–,78,2
Class 4,3yo,1436,Good To Soft,8,3,Manchuria (IRE),3,C,126,John Carroll,John Gosden,–,65,3
Class 4,3yo,1436,Good To Soft,8,8,Quicksilver Girl (GB),3,F,121,Jimmy Fortune,J W Hills,–,53,4
Class 4,3yo,1436,Good To Soft,8,2,Hibaat (GB),3,G,126,Ray Cochrane,P T Walwyn,–,54,5
Class 4,3yo,1436,Good To Soft,8,7,Pelargonium (GB),3,F,121,Dean McKeown,C W Thornton,–,31,6
Class 4,3yo,1436,Good To Soft,8,6,Patrinia (GB),3,F,121,J Weaver,M J Ryan,48,24,7
Class 4,3yo,1436,Good To Soft,8,5,Language Of Love (GB),3,F,121,Kevin Darley,Brian Meehan,–,4,8
Class 3,3yo+,2121,Good To Soft,9,7,Celestial Welcome (GB),4,F,130,Tony Culhane,Mrs M Reveley,80,92,1
Class 3,3yo+,2121,Good To Soft,9,8,Captains Log (GB),4,G,125,Richard Mullen,Michael Bell,78,85,2
Class 3,3yo+,2121,Good To Soft,9,10,Warning Reef (GB),6,G,112,Willie Supple,Eric Alston,62,67,3
Class 3,3yo+,2121,Good To Soft,9,6,Top Jem (GB),5,M,130,Ray Cochrane,M J Ryan,80,83,4
Class 3,3yo+,2121,Good To Soft,9,5,Gatecrasher II (GB),4,G,133,John Carroll,James Fanshawe,83,86,5
Class 3,3yo+,2121,Good To Soft,9,1,Prince Of My Heart (GB),6,H,140,Allan Mackay,Derek Haydn Jones,90,84,6
Class 3,3yo+,2121,Good To Soft,9,9,Pass The Rest (IRE),4,G,127,T Williams,Derek Shaw,77,66,7
Class 3,3yo+,2121,Good To Soft,9,4,KimberleyI (GB),4,G,134,Jimmy Fortune,G Wragg,84,71,8
Class 3,3yo+,2121,Good To Soft,9,3,Rapier (GB),5,G,134,Kevin Darley,Micky Hammond,84,71,9
Class 5,3yo+,2373,Good To Soft,10,9,Salford Flyer (GB),3,G,120,Kevin Darley,G Wragg,62,70,1
Class 5,3yo+,2373,Good To Soft,10,2,Night City (GB),8,G,134,Neil Callan,K R Burke,77,72,2
Class 5,3yo+,2373,Good To Soft,10,1,Barrettstown (GB),4,G,140,Richard Hughes,M C Pipe,–,67,3
Class 5,3yo+,2373,Good To Soft,10,5,Premiere Foulee (FR),4,F,129,Tony Culhane,F Jordan,–,53,4
Class 5,3yo+,2373,Good To Soft,10,7,Tycoon Tina (GB),5,M,118,D Hayden,Mark Brisbourne,42,30,5
Class 5,3yo+,2373,Good To Soft,10,3,Fuero Real (FR),4,G,134,T Sprake,Ron Hodges,–,30,6
Class 5,3yo+,2373,Good To Soft,10,6,Saratoga Red I (USA),5,G,128,Willie Supple,Eric Alston,44,18,7
Class 5,3yo+,2373,Good To Soft,10,4,Eben Al Habeeb (IRE),8,G,131,Robert Havlin,D McCain,58,18,8
Class 5,3yo+,2373,Good To Soft,10,8,Needwood Spitfire (GB),4,F,123,Rodney Lappin,B C Morgan,28,8,9
Class 5,3yo+,2373,Good To Soft,10,10,Challenges (FR),3,G,117,J F Egan,Brian Meehan,74,1,10
Class 4,3yo+,1006,Good To Soft,12,9,Sharp Stock (GB),6,G,113,Neil Pollard,Ron Hodges,56,65,1
Class 4,3yo+,1006,Good To Soft,12,8,Nifty Norman (GB),5,G,120,J D Smith,David Nicholls,63,65,2
Class 4,3yo+,1006,Good To Soft,12,14,Mukarrab (USA),5,G,108,Paul Fessey,D W Chapman,48,56,3
Class 4,3yo+,1006,Good To Soft,12,12,Mill End Quest (GB),4,F,110,Dale Gibson,Michael Easterby,50,55,4
Class 4,3yo+,1006,Good To Soft,12,6,Red Charger (IRE),3,G,118,Franny Norton,David Nicholls,65,69,5
Class 4,3yo+,1006,Good To Soft,12,1,Mungo Park I (GB),5,G,140,Jimmy Fortune,Michael Dods,80,83,6
Class 4,3yo+,1006,Good To Soft,12,11,Bollin Ann (GB),4,F,113,L Charnock,Tim Easterby,53,48,7
Class 4,3yo+,1006,Good To Soft,12,4,DMarti (GB),4,F,124,Tony Culhane,C B B Booth,64,57,8
Class 4,3yo+,1006,Good To Soft,12,5,Jackerin (IRE),4,G,120,Robert Winston,Brian Rothwell,63,51,9
Class 4,3yo+,1006,Good To Soft,12,3,High Carry (GB),4,F,127,Dean McKeown,Nigel Tinkler,67,47,10
Class 4,3yo+,1006,Good To Soft,12,13,Swan At Whalley (GB),7,G,110,Willie Supple,Kevin Ryan,50,27,11
Class 4,3yo+,1006,Good To Soft,12,2,Its All Relative (GB),4,F,136,John Carroll,J Berry,76,49,12
Class 5,3yo,1436,Good To Soft,14,7,Sharp Edge Boy (GB),3,G,125,Willie Supple,Eric Alston,62,75,1
Class 5,3yo,1436,Good To Soft,14,3,Prideway (IRE),3,F,130,Jimmy Fortune,Alan Bailey,67,79,2
Class 5,3yo,1436,Good To Soft,14,8,Square Dancer (GB),3,G,125,Fergal Lynch,Michael Dods,62,65,3
Class 5,3yo,1436,Good To Soft,14,4,Bollin Roberta (GB),3,F,127,Robert Winston,Tim Easterby,67,64,4
Class 5,3yo,1436,Good To Soft,14,14,Needwood Merlin (GB),3,C,116,Dean McKeown,B C Morgan,53,48,5
Class 5,3yo,1436,Good To Soft,14,5,Golden Reef (GB),3,G,123,Paul Quinn,Reg Hollinshead,67,59,6
Class 5,3yo,1436,Good To Soft,14,16,By The Glass (GB),3,G,113,Kim Tinkler,Nigel Tinkler,50,41,7
Class 5,3yo,1436,Good To Soft,14,1,Entropy (GB),3,F,133,Richard Hughes,Richard Hannon Snr,70,53,8
Class 5,3yo,1436,Good To Soft,14,6,So Willing (GB),3,G,127,J Weaver,Michael Dods,64,46,9
Class 5,3yo,1436,Good To Soft,14,10,Bodfari Komaite (GB),3,G,121,Terry Lucas,Michael Easterby,58,39,10
Class 5,3yo,1436,Good To Soft,14,11,Morsell (GB),3,F,120,T Sprake,Ron Hodges,57,33,11
Class 5,3yo,1436,Good To Soft,14,15,Three Leaders (IRE),3,G,114,Franny Norton,David Nicholls,51,26,12
Class 5,3yo,1436,Good To Soft,14,13,Nicholas Mistress (GB),3,F,118,J F Egan,David Evans,55,18,13
Class 5,3yo,1436,Good To Soft,14,12,Larimar Bay (GB),3,G,120,John Carroll,Mark Brisbourne,57,1,14
Class 6,3yo+,2121,Soft,11,7,Vanborough Lad (GB),10,G,144,Mr Ray Barrett,M J Bolton,47,56,1
Class 6,3yo+,2121,Soft,11,9,Dancing Lawyer (GB),8,G,147,Jim Crowley,Brian Ellison,45,53,2
Class 6,3yo+,2121,Soft,11,5,Midsummer Romance (IRE),4,F,156,Miss J Allison,Brian Meehan,54,56,3
Class 6,3yo+,2121,Soft,11,8,Grooms Gold (IRE),7,G,149,Mrs L Pearce,Jeff Pearce,47,46,4
Class 6,3yo+,2121,Soft,11,11,Breezed Well (GB),13,G,132,Mrs H Noonan,B R Cambidge,35,34,5
Class 6,3yo+,2121,Soft,11,12,Kpolo (GB),4,G,132,Mr G Lewars,Christopher Kellett,37,30,6
Class 6,3yo+,2121,Soft,11,3,Bronzino (GB),4,G,153,Mr S Hayes,G B Balding,58,48,7
Class 6,3yo+,2121,Soft,11,10,Tilaal (USA),7,G,137,Mrs A Hammond,Micky Hammond,42,30,8
Class 6,3yo+,2121,Soft,11,4,Doberman (IRE),4,G,152,Mrs E Evans,S A Brookshaw,57,43,9
Class 6,3yo+,2121,Soft,11,6,Ribble Assembly (GB),4,G,156,Miss E Ramsden,Kevin Ryan,54,33,10
Class 6,3yo+,2121,Soft,11,2,Safi (GB),4,G,153,Mr D Dickenson,D McCain,58,25,11
Class 5,3yo,1637,Soft,16,5,Air Of Esteem (GB),3,G,127,Paul Goode,P C Haslam,69,89,1
Class 5,3yo,1637,Soft,16,4,Col-Woody (GB),3,G,132,Kevin Darley,Alan Jarvis,69,71,2
Class 5,3yo,1637,Soft,16,17,Miss Take (IRE),3,F,106,Chris D Cogan,David Evans,50,50,3
Class 5,3yo,1637,Soft,16,8,Lv Girl (IRE),3,F,126,Steve Drowne,G B Balding,63,62,4
Class 5,3yo,1637,Soft,16,18,Lunar Lord (GB),3,G,103,John McAuley,J S Moore,47,44,5
Class 5,3yo,1637,Soft,16,7,Reason Why (IRE),3,C,128,Nigel Day,Bob Jones,65,60,6
Class 5,3yo,1637,Soft,16,16,Thorntoun Gold (IRE),3,F,111,Willie Supple,Jim Goldie,48,40,7
Class 5,3yo,1637,Soft,16,1,Most-Saucy (GB),3,F,133,George Duffield,Brian Meehan,70,56,8
Class 5,3yo,1637,Soft,16,10,Bonnie Dundee (GB),3,F,125,T Sprake,M Kettle,62,45,9
Class 5,3yo,1637,Soft,16,15,Milliscent (GB),3,F,114,Joe Fanning,Mark Johnston,51,33,10
Class 5,3yo,1637,Soft,16,9,Montague Tigg (IRE),3,G,126,C Rutter,Nigel Tinkler,63,43,11
Class 5,3yo,1637,Soft,16,11,Hannibal Lad (GB),3,G,124,J Stack,David Evans,61,41,12
Class 5,3yo,1637,Soft,16,2,Crown Secret (GB),3,G,133,Tony Culhane,P W Harris,70,49,13
Class 5,3yo,1637,Soft,16,13,Springs Noblequest (GB),3,F,118,L Charnock,Tim Easterby,55,22,14
Class 5,3yo,1637,Soft,16,12,Young Rosein (GB),3,F,111,Angela Hartley,Geraldine Rees,55,11,15
Class 5,3yo,1637,Soft,16,14,Bollin Roland (GB),3,C,113,Robert Winston,Tim Easterby,53,–,16
Class 4,3yo,2816,Soft,4,1,Fnan (GB),3,G,133,Willie Supple,John Dunlop,80,88,1
Class 4,3yo,2816,Soft,4,3,Grip Fast (GB),3,C,118,Kevin Darley,I A Balding,65,71,2
Class 4,3yo,2816,Soft,4,2,My Lass (GB),3,F,128,George Duffield,Sir Mark Prescott Bt,75,77,3
Class 4,3yo,2816,Soft,4,4,Zola I (IRE),3,G,104,John McAuley,Mick Quinn,58,41,4
Class 3,3yo+,1436,Soft,5,1,Marton Moss (SWE),4,G,132,Kevin Darley,Tim Easterby,89,99,1
Class 3,3yo+,1436,Soft,5,5,Present Laughter I (GB),3,C,122,C Rutter,Paul Cole,87,95,2
Class 3,3yo+,1436,Soft,5,2,Kayo (GB),4,G,130,J Weaver,Tim Etherington,90,83,3
Class 3,3yo+,1436,Soft,5,6,Indian Plume (GB),3,G,117,Dean McKeown,C W Thornton,84,77,4
Class 3,3yo+,1436,Soft,5,3,Alconleigh (GB),4,G,127,John Carroll,Mark Johnston,86,52,5
Class 4,2yo,1207,Soft,15,2,Catchy Word (GB),2,C,126,Kevin Darley,Ed Dunlop,–,83,1
Class 4,2yo,1207,Soft,15,11,Whyome (IRE),2,C,126,T Sprake,Michael Bell,–,81,2
Class 4,2yo,1207,Soft,15,6,Ignite (IRE),2,G,126,Nigel Day,G Lewis,–,77,3
Class 4,2yo,1207,Soft,15,8,Mersey Mirage (GB),2,G,126,John Carroll,Richard Hannon Snr,–,71,4
Class 4,2yo,1207,Soft,15,5,Garth Pool (IRE),2,G,126,Ollie Pears,J Berry,–,71,5
Class 4,2yo,1207,Soft,15,14,Pix Me Up (IRE),2,F,121,Tony Culhane,Kevin Ryan,–,63,6
Class 4,2yo,1207,Soft,15,15,Wishedhadgonehome (IRE),2,F,121,George Duffield,David Evans,–,63,7
Class 4,2yo,1207,Soft,15,1,Aquarium (IRE),2,C,126,Willie Supple,John Dunlop,–,67,8
Class 4,2yo,1207,Soft,15,10,Railroader (GB),2,G,126,Steve Drowne,G B Balding,–,61,9
Class 4,2yo,1207,Soft,15,3,First Venture (GB),2,G,126,J Weaver,Conrad Allen,–,61,10
Class 4,2yo,1207,Soft,15,13,Papagena (USA),2,F,121,Joe Fanning,C W Thornton,–,52,11
Class 4,2yo,1207,Soft,15,12,Frampant (GB),2,F,121,C Rutter,Mick Quinn,–,48,12
Class 4,2yo,1207,Soft,15,7,Just Bremner (GB),2,G,126,L Charnock,Tim Easterby,–,49,13
Class 4,2yo,1207,Soft,15,4,Four Men (IRE),2,G,126,Paul Fessey,J Berry,–,31,14
Class 4,2yo,1207,Soft,15,9,Mister Gill (GB),2,G,126,Dean McKeown,A T Murphy,–,24,15
Class 4,3yo+,2816,Soft,8,6,Height Of Fantasy (IRE),3,F,114,Willie Supple,John Dunlop,76,77,1
Class 4,3yo+,2816,Soft,8,5,Zincalo (USA),3,G,119,George Duffield,Clive Brittain,–,82,2
Class 4,3yo+,2816,Soft,8,3,Run Silent (IRE),3,C,119,Tony Clark,J W Hills,–,76,3
Class 4,3yo+,2816,Soft,8,8,Maya Cove (GB),3,F,114,T Sprake,B W Hills,–,62,4
Class 4,3yo+,2816,Soft,8,4,TivoliI (IRE),3,C,119,John Carroll,Mark Johnston,–,54,5
Class 4,3yo+,2816,Soft,8,2,Keep Ikis (GB),5,M,133,Dean McKeown,Steve Gollings,–,46,6
Class 4,3yo+,2816,Soft,8,1,Sioux Warrior (GB),7,G,131,John McAuley,Nigel Tinkler,–,12,7
Class 4,3yo+,2816,Soft,8,7,Lima Tango (GB),3,F,107,Nicola Wright,M Waring,–,–,8
Class 2,3yo,2373,Good To Soft,6,6,Rum Pointer (IRE),3,G,119,John Carroll,Tim Easterby,80,88,1
Class 2,3yo,2373,Good To Soft,6,5,Tanusius (GB),3,C,121,T Sprake,Clive Brittain,82,85,2
Class 2,3yo,2373,Good To Soft,6,1,Time N Tide (IRE),3,G,129,J F Egan,Brian Meehan,90,92,3
Class 2,3yo,2373,Good To Soft,6,2,Montalcino I (IRE),3,G,129,Dane ONeill,Peter Chapple-Hyam,90,90,4
Class 2,3yo,2373,Good To Soft,6,4,Bangalore I (GB),3,G,124,J Weaver,B W Hills,85,85,5
Class 2,3yo,2373,Good To Soft,6,3,High Tatra (IRE),3,G,125,George Duffield,S Woods,86,66,6
Class 1,3yo+,1207,Good To Soft,5,2,Antinnaz (IRE),3,F,118,Jamie Spencer,T Stack,–,93,1
Class 1,3yo+,1207,Good To Soft,5,4,Pipalong (IRE),3,F,118,L Charnock,Tim Easterby,102,92,2
Class 1,3yo+,1207,Good To Soft,5,5,Saphire (GB),3,F,118,J F Egan,C B B Booth,93,89,3
Class 1,3yo+,1207,Good To Soft,5,3,Aunt Flo (IRE),3,F,118,T Sprake,Michael Bell,100,86,4
Class 1,3yo+,1207,Good To Soft,5,1,Jocasta (GB),4,F,126,G Hind,Chris Wall,81,79,5
Class 1,4yo+,1436,Good To Soft,6,2,Warningford (GB),5,H,131,Oscar Urbina,James Fanshawe,111,113,1
Class 1,4yo+,1436,Good To Soft,6,1,Tumbleweed Ridge (GB),6,H,131,J F Egan,Brian Meehan,102,110,2
Class 1,4yo+,1436,Good To Soft,6,6,Wahj (IRE),4,G,124,John Carroll,Sir Michael Stoute,104,99,3
Class 1,4yo+,1436,Good To Soft,6,3,Late Night Out (GB),4,G,129,Michael Tebbutt,William Jarvis,103,103,4
Class 1,4yo+,1436,Good To Soft,6,5,Return Of Amin (GB),5,G,124,Dane ONeill,James Bethell,94,96,5
Class 1,4yo+,1436,Good To Soft,6,4,Gaelic Storm (GB),5,G,124,J Weaver,Mark Johnston,109,92,6
Class 4,2yo,1006,Good To Soft,7,6,Molly Brown (GB),2,F,121,Dane ONeill,Richard Hannon Snr,–,79,1
Class 4,2yo,1006,Good To Soft,7,1,Chase The Pennant (USA),2,C,126,J Weaver,B W Hills,–,69,2
Class 4,2yo,1006,Good To Soft,7,4,Collision Time (GB),2,F,121,Matthew Henry,David Evans,–,58,3
Class 4,2yo,1006,Good To Soft,7,3,Pertemps Fc (GB),2,G,126,L Charnock,Tim Easterby,–,56,4
Class 4,2yo,1006,Good To Soft,7,2,Ninety Degrees (GB),2,C,126,John Carroll,J Berry,–,52,5
Class 4,2yo,1006,Good To Soft,7,5,Kashra (IRE),2,F,121,George Duffield,Mark Johnston,–,42,6
Class 4,2yo,1006,Good To Soft,7,7,Pleasure Princess (GB),2,F,121,T Sprake,Alan Bailey,–,27,7
Class 4,3yo,1637,Good To Soft,7,5,Ex Gratia (USA),3,G,126,J Weaver,B W Hills,–,86,1
Class 4,3yo,1637,Good To Soft,7,7,King Midas (GB),3,G,126,George Duffield,Ed Dunlop,–,85,2
Class 4,3yo,1637,Good To Soft,7,8,Surveillance I (USA),3,C,126,G Hind,John Gosden,–,84,3
Class 4,3yo,1637,Good To Soft,7,6,Kentish Lad (IRE),3,G,126,T Sprake,Sir Michael Stoute,–,54,4
Class 4,3yo,1637,Good To Soft,7,4,Ellis Island (GB),3,C,126,L Charnock,Tim Easterby,–,43,5
Class 4,3yo,1637,Good To Soft,7,1,Berty Boy (GB),3,G,119,Angela Hartley,Geraldine Rees,–,1,6
Class 4,3yo,1637,Good To Soft,7,2,Bold Blue (IRE),3,G,126,John Carroll,Mark Johnston,–,1,7
Class 3,3yo+,1637,Good To Soft,7,7,Barrister (IRE),3,G,120,T Sprake,Roger Charlton,87,106,1
Class 3,3yo+,1637,Good To Soft,7,6,Northern Spring (IRE),3,C,122,Dane ONeill,M J Heaton-Ellis,89,101,2
Class 3,3yo+,1637,Good To Soft,7,5,Therhea (IRE),6,G,129,Tony Clark,Rod Millman,85,86,3
Class 3,3yo+,1637,Good To Soft,7,4,Sweet Pea (GB),4,F,131,J Weaver,John Dunlop,87,77,4
Class 3,3yo+,1637,Good To Soft,7,3,Sandmoor Chambray (GB),8,G,134,L Charnock,Tim Easterby,90,76,5
Class 3,3yo+,1637,Good To Soft,7,1,Prince Babar (GB),8,G,133,Derek McGaffin,J E Banks,96,79,6
Class 3,3yo+,1637,Good To Soft,7,8,French Connection (GB),4,G,118,John Carroll,J Berry,74,52,7
Class 6,2yo,1207,Good To Soft,11,11,Secret Conquest (GB),2,F,113,Kimberley Hart,D W Barker,–,66,1
Class 6,2yo,1207,Good To Soft,11,4,Jensens Tale (IRE),2,G,123,T Sprake,Anabel K Murphy,–,59,2
Class 6,2yo,1207,Good To Soft,11,7,Collision Time (GB),2,F,118,J F Egan,David Evans,–,54,3
Class 6,2yo,1207,Good To Soft,11,6,Chili Pepper (GB),2,F,118,Dean McKeown,A Smith,–,48,4
Class 6,2yo,1207,Good To Soft,11,9,Dispol Aqua (IRE),2,F,118,Kevin Darley,P Calver,–,40,5
Class 6,2yo,1207,Good To Soft,11,8,Come On Murgy (GB),2,F,118,Allan Mackay,Alan Bailey,–,36,6
Class 6,2yo,1207,Good To Soft,11,10,Eighteenth Msf (GB),2,F,115,Robert Winston,Nigel Tinkler,–,32,7
Class 6,2yo,1207,Good To Soft,11,1,Brother Tom (GB),2,C,123,Fergal Lynch,David Evans,–,36,8
Class 6,2yo,1207,Good To Soft,11,2,Established (GB),2,G,116,Nicola Wright,Henry Candy,–,33,9
Class 6,2yo,1207,Good To Soft,11,3,Forlorn Hope (GB),2,C,123,J Bramhill,Barry Leavy,–,18,10
Class 6,2yo,1207,Good To Soft,11,5,Old John (IRE),2,C,123,John Carroll,Jonjo ONeill,–,–,PU
Class 5,3yo+,1436,Good To Soft,16,9,Style DancerI (IRE),5,G,130,Frankie Dettori,Richard Whitaker,60,75,1
Class 5,3yo+,1436,Good To Soft,16,1,A Touch Of Frost (GB),4,F,140,Tony Clark,George Margarson,70,83,2
Class 5,3yo+,1436,Good To Soft,16,11,Carambo (GB),4,F,129,T Quinn,Les Eyre,59,72,3
Class 5,3yo+,1436,Good To Soft,16,10,Aberkeen (GB),4,G,130,Fergal Lynch,Michael Dods,60,70,4
Class 5,3yo+,1436,Good To Soft,16,8,Fairy Prince (IRE),6,G,130,T Sprake,Anabel K Murphy,60,68,5
Class 5,3yo+,1436,Good To Soft,16,15,Guilsborough (GB),4,G,126,Michael Tebbutt,Dave Morris,56,62,6
Class 5,3yo+,1436,Good To Soft,16,13,Paarl Rock (GB),4,C,128,Jimmy Quinn,G Barnett,58,61,7
Class 5,3yo+,1436,Good To Soft,16,5,Charlies Bride (IRE),4,F,132,Kevin Darley,Jonjo ONeill,62,63,8
Class 5,3yo+,1436,Good To Soft,16,2,Rakis (IRE),9,G,135,J F Egan,Linda Stubbs,65,66,9
Class 5,3yo+,1436,Good To Soft,16,3,Top Banana I (GB),8,G,127,Nicola Wright,Henry Candy,64,58,10
Class 5,3yo+,1436,Good To Soft,16,16,Bollin Ethos (GB),4,G,123,Robert Winston,Tim Easterby,56,45,11
Class 5,3yo+,1436,Good To Soft,16,7,George I (IRE),4,G,123,M Cotton,B Hanbury,60,48,12
Class 5,3yo+,1436,Good To Soft,16,14,Mammas Boy (GB),4,G,127,John Carroll,J Berry,57,45,13
Class 5,3yo+,1436,Good To Soft,16,6,Sabot (GB),6,G,131,Dean McKeown,C W Thornton,61,49,14
Class 5,3yo+,1436,Good To Soft,16,4,Carbon (GB),4,G,131,Paul Doe,Lady Herries,64,47,15
Class 5,3yo+,1436,Good To Soft,16,12,Gablesea (GB),5,G,129,Tony Culhane,Brian Baugh,59,29,16
Class 4,3yo,1436,Good To Soft,12,7,King Midas (GB),3,G,126,Kevin Darley,Ed Dunlop,–,94,1
Class 4,3yo,1436,Good To Soft,12,10,Celtic Fling (GB),3,F,118,Paul Doe,Lady Herries,–,79,2
Class 4,3yo,1436,Good To Soft,12,5,Halberd (IRE),3,G,126,Frankie Dettori,John Gosden,–,83,3
Class 4,3yo,1436,Good To Soft,12,3,Green Ginger (GB),3,G,126,T Sprake,A Streeter,79,71,4
Class 4,3yo,1436,Good To Soft,12,1,Arawak Prince (IRE),3,G,126,John Carroll,Jeremy Noseda,–,65,5
Class 4,3yo,1436,Good To Soft,12,2,Camaraderie (GB),3,G,126,Tony Culhane,Mrs M Reveley,–,57,6
Class 4,3yo,1436,Good To Soft,12,4,Green Turtle Cay (IRE),3,G,126,J F Egan,Jeremy Noseda,–,53,7
Class 4,3yo,1436,Good To Soft,12,9,Smart Predator (GB),3,G,126,T Quinn,John Quinn,77,46,8
Class 4,3yo,1436,Good To Soft,12,11,Feathertime (GB),3,F,121,Allan Mackay,Geraldine Rees,–,41,9
Class 4,3yo,1436,Good To Soft,12,12,Rosies All The Way (GB),3,F,121,Dean McKeown,C W Thornton,–,40,10
Class 4,3yo,1436,Good To Soft,12,6,Indian Rope Trick (GB),3,G,126,Michael Tebbutt,C W Thornton,–,42,11
Class 4,3yo,1436,Good To Soft,12,8,Nordic StarI (GB),3,G,126,Jimmy Quinn,John Quinn,–,10,12
Class 4,3yo+,1207,Good To Soft,16,9,Mallia (GB),6,G,131,T Quinn,David Barron,70,86,1
Class 4,3yo+,1207,Good To Soft,16,3,Royal Result (USA),6,G,134,Alex Greaves,David Nicholls,73,87,2
Class 4,3yo+,1207,Good To Soft,16,11,Rogue Spirit I (GB),3,G,130,Kevin Darley,P W Harris,75,89,3
Class 4,3yo+,1207,Good To Soft,16,15,Mutabari (USA),5,H,110,Jimmy Quinn,Mrs S Lamyman,49,58,4
Class 4,3yo+,1207,Good To Soft,16,10,Surprised (GB),4,G,127,Robert Winston,Richard Fahey,69,78,5
Class 4,3yo+,1207,Good To Soft,16,14,Adirpour (IRE),5,G,110,Paul Quinn,Reg Hollinshead,56,64,6
Class 4,3yo+,1207,Good To Soft,16,7,Johayro (GB),6,G,126,Paul Goode,Jim Goldie,70,70,7
Class 4,3yo+,1207,Good To Soft,16,4,Bollin Rita (GB),3,F,133,Frankie Dettori,Tim Easterby,78,77,8
Class 4,3yo+,1207,Good To Soft,16,2,The Gay Fox (GB),5,G,137,W J OConnor,B A McMahon,76,74,9
Class 4,3yo+,1207,Good To Soft,16,13,Bandbox (IRE),4,G,118,P P Murphy,M Salaman,60,58,10
Class 4,3yo+,1207,Good To Soft,16,1,Saint Express (GB),9,G,140,Tony Culhane,Mrs M Reveley,79,72,11
Class 4,3yo+,1207,Good To Soft,16,16,Beyond The Clouds (IRE),3,G,108,Gary Bardwell,John Wainwright,53,34,12
Class 4,3yo+,1207,Good To Soft,16,12,Only For Gold (GB),4,G,124,John Carroll,J Berry,63,43,13
Class 4,3yo+,1207,Good To Soft,16,5,Maladerie (IRE),5,G,133,Tony Clark,Michael Dods,72,41,14
